                  创业板50 (399673) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  AMO.AMOW  	  AMO.AMO1  	  AMO.AMO2  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2013/07/17	 1110.69	 1118.70	 1090.27	 1102.86	        3766194	    1093.26	    1063.71	    1033.82	     977.71	     874.58	     755.04	           	           	           	           	  805586.25	  875019.50	  814399.69	      30.12	      23.28	      13.67	
 2013/07/18	 1096.10	 1112.17	 1092.99	 1100.33	        3191371	    1101.69	    1067.36	    1039.01	     982.56	     877.96	     756.66	           	           	           	           	  662053.94	  856797.75	  790334.63	      30.58	      24.74	      11.68	
 2013/07/19	 1101.24	 1128.27	 1088.83	 1088.83	        4124591	    1104.55	    1073.47	    1043.59	     987.11	     881.08	     758.30	           	           	           	           	  852025.81	  844802.69	  795626.13	      29.68	      25.73	       7.91	
 2013/07/22	 1082.49	 1126.44	 1082.49	 1126.44	        3791274	    1106.91	    1085.76	    1052.81	     992.03	     884.56	     760.03	           	           	           	           	  772557.25	  798016.69	  804688.00	      31.64	      26.91	       9.46	
 2013/07/23	 1139.43	 1149.57	 1131.17	 1147.43	        4643770	    1113.18	    1097.65	    1062.42	     996.86	     888.26	     761.92	           	           	           	           	  972784.94	  813001.63	  836841.00	      34.49	      28.43	      12.12	
 2013/07/24	 1148.75	 1174.99	 1148.75	 1169.99	        4831072	    1126.60	    1109.93	    1070.42	    1002.42	     891.98	     763.92	           	           	           	           	 1016423.50	  855169.06	  865094.31	      38.13	      30.37	      15.52	
 2013/07/25	 1171.56	 1171.80	 1117.79	 1117.79	        4651837	    1130.10	    1115.89	    1076.63	    1006.54	     895.23	     765.69	           	           	           	           	  975771.31	  917912.56	  887355.19	      36.38	      31.57	       9.61	
 2013/07/26	 1123.00	 1138.19	 1103.18	 1128.26	        3319832	    1137.98	    1121.27	    1083.94	    1011.20	     898.72	     767.44	           	           	           	           	  696206.50	  886748.69	  865775.69	      35.43	      32.34	       6.17	
 2013/07/29	 1121.25	 1139.98	 1108.74	 1108.74	        3375512	    1134.44	    1120.68	    1087.97	    1015.71	     902.03	     769.14	           	           	           	           	  782342.56	  888705.75	  843361.25	      32.72	      32.42	       0.61	
 2013/07/30	 1119.04	 1120.78	 1069.95	 1099.76	        3305083	    1124.91	    1119.04	    1090.34	    1019.64	     905.44	     770.95	           	           	           	           	  740794.50	  842307.69	  827654.63	      29.51	      31.84	      -4.65	
 2013/07/31	 1106.33	 1117.66	 1091.82	 1109.10	        2833455	    1112.73	    1119.67	    1091.69	    1023.29	     908.88	     772.77	           	           	           	           	  615700.13	  762163.00	  808666.06	      27.41	      30.95	      -7.08	
 2013/08/01	 1114.66	 1166.61	 1112.94	 1165.06	        4171646	    1122.18	    1126.14	    1096.75	    1027.54	     912.62	     774.80	           	           	           	           	  903658.00	  747740.31	  832826.44	      29.91	      30.74	      -1.66	
 2013/08/02	 1172.40	 1183.81	 1162.77	 1163.97	        4241382	    1129.33	    1133.65	    1103.56	    1031.76	     916.29	     776.80	           	           	           	           	  890269.50	  786552.94	  836650.81	      31.44	      30.88	       1.12	
 2013/08/05	 1163.89	 1175.74	 1155.84	 1174.08	        2961269	    1142.39	    1138.42	    1112.09	    1035.69	     920.12	     778.84	           	           	           	           	  621123.69	  754309.19	  821507.44	      33.09	      31.33	       3.54	
 2013/08/06	 1178.11	 1189.95	 1173.75	 1180.97	        3550169	    1158.64	    1141.77	    1119.71	    1039.48	     924.04	     780.91	           	           	           	           	  806495.31	  767449.31	  804878.50	      34.56	      31.97	       5.17	
 2013/08/07	 1175.52	 1175.52	 1143.84	 1146.96	        3483410	    1166.21	    1139.47	    1124.70	    1042.93	     927.61	     782.84	           	           	           	           	  735474.25	  791404.13	  776783.56	      32.60	      32.10	       1.00	
 2013/08/08	 1141.33	 1167.98	 1137.21	 1156.52	        2958983	    1164.50	    1143.34	    1129.62	    1046.44	     931.31	     784.81	           	           	           	           	  589260.06	  728524.56	  738132.44	      31.45	      31.97	      -1.03	
 2013/08/09	 1159.58	 1164.71	 1121.07	 1139.64	        2994159	    1159.63	    1144.48	    1132.87	    1050.03	     934.78	     786.70	           	           	           	           	  603537.75	  671178.19	  728865.56	      28.85	      31.35	      -4.99	
 2013/08/12	 1148.01	 1153.81	 1114.64	 1130.10	        3314656	    1150.84	    1146.62	    1133.65	    1052.79	     938.10	     788.57	           	           	           	           	  660727.81	  679099.06	  716704.13	      25.73	      30.22	      -8.99	
 2013/08/13	 1129.63	 1150.66	 1120.76	 1142.09	        3089644	    1143.06	    1150.85	    1134.95	    1055.82	     941.39	     790.55	           	           	           	           	  581703.06	  634140.56	  700794.94	      23.94	      28.96	     -10.05	
 2013/08/14	 1147.05	 1157.38	 1129.99	 1151.39	        4000845	    1143.95	    1155.08	    1137.37	    1058.76	     944.61	     792.61	           	           	           	           	  782016.25	  643449.00	  717426.56	      23.01	      27.77	      -9.53	
 2013/08/15	 1147.30	 1157.15	 1140.65	 1140.87	        3572385	    1140.82	    1152.66	    1139.40	    1061.01	     947.63	     794.59	           	           	           	           	  682899.88	  662176.94	  695350.75	      21.18	      26.45	     -10.56	
 2013/08/16	 1129.67	 1152.99	 1105.77	 1106.09	        3417922	    1134.11	    1146.87	    1140.26	    1062.32	     950.49	     796.42	           	           	           	           	  689723.38	  679414.06	  675296.13	      16.73	      24.51	     -15.57	
 2013/08/19	 1101.83	 1144.43	 1101.83	 1144.05	        2750946	    1136.90	    1143.87	    1141.14	    1064.89	     953.43	     798.32	           	           	           	           	  605345.75	  668337.69	  673718.38	      16.08	      22.82	     -13.49	
 2013/08/20	 1145.34	 1152.86	 1136.07	 1148.67	        3326368	    1138.21	    1140.64	    1141.20	    1067.57	     956.51	     800.17	           	           	           	           	  648324.19	  681661.88	  657901.25	      15.75	      21.41	     -11.31	
 2013/08/21	 1145.73	 1159.75	 1141.87	 1153.17	        3173457	    1138.57	    1141.26	    1140.36	    1069.83	     959.63	     802.01	           	           	           	           	  594669.06	  644192.44	  643820.75	      15.68	      20.26	      -9.17	
 2013/08/22	 1154.37	 1177.59	 1154.06	 1167.49	        3584506	    1143.89	    1142.36	    1142.85	    1072.07	     962.72	     803.93	           	           	           	           	  723616.88	  652335.88	  657256.38	      16.58	      19.53	      -5.88	
 2013/08/23	 1176.51	 1203.62	 1165.68	 1198.84	        4455176	    1162.44	    1148.28	    1146.38	    1075.29	     966.13	     805.93	           	           	           	           	 1024124.00	  719216.00	  699315.00	      19.61	      19.54	       0.13	
 2013/08/26	 1202.87	 1225.84	 1202.87	 1220.61	        3589601	    1177.76	    1157.33	    1151.97	    1078.80	     969.73	     808.03	           	           	           	           	  820165.00	  762179.81	  715258.75	      23.49	      20.33	       6.31	
 2013/08/27	 1219.78	 1239.49	 1211.02	 1238.07	        3176342	    1195.64	    1166.93	    1158.89	    1082.45	     973.37	     810.26	           	           	           	           	  703027.31	  773120.44	  727391.19	      27.65	      21.80	      11.71	
 2013/08/28	 1230.02	 1244.59	 1211.99	 1211.99	        3938245	    1207.40	    1172.98	    1164.03	    1085.76	     976.59	     812.37	           	           	           	           	  942386.69	  842664.00	  743428.19	      28.52	      23.14	      10.76	
 2013/08/29	 1211.26	 1222.73	 1200.90	 1209.48	        2936095	    1215.80	    1179.85	    1166.25	    1089.26	     979.99	     814.49	           	           	           	           	  720236.13	  841987.81	  747161.81	      28.68	      24.25	       8.86	
 2013/08/30	 1204.63	 1206.78	 1164.78	 1167.84	        3549898	    1209.60	    1186.02	    1166.45	    1092.56	     982.85	     816.47	           	           	           	           	  785082.06	  794179.44	  756697.69	      25.15	      24.43	       1.44	
 2013/09/02	 1159.42	 1195.10	 1159.42	 1194.95	        2623196	    1204.47	    1191.11	    1167.49	    1096.20	     985.81	     818.57	           	           	           	           	  597898.31	  749726.13	  755952.94	      24.26	      24.39	      -0.27	
 2013/09/03	 1207.90	 1217.79	 1202.11	 1217.79	        2632821	    1200.41	    1198.02	    1169.33	    1100.40	     989.16	     820.72	           	           	           	           	  698920.94	  748904.81	  761012.63	      25.11	      24.54	       1.15	
 2013/09/04	 1214.12	 1236.63	 1211.88	 1224.59	        3090710	    1202.93	    1205.17	    1173.21	    1104.52	     992.65	     822.82	           	           	           	           	  805627.31	  721552.94	  782108.44	      26.03	      24.84	       2.39	
 2013/09/05	 1221.43	 1259.85	 1221.43	 1259.59	        3462968	    1212.95	    1214.38	    1178.37	    1109.15	     996.42	     825.09	           	           	           	           	  958755.25	  769256.75	  805622.31	      29.25	      25.72	       7.06	
 2013/09/06	 1262.04	 1286.37	 1253.58	 1277.51	        3467288	    1234.89	    1222.24	    1185.26	    1113.39	    1000.57	     827.41	           	           	           	           	  956400.31	  803520.44	  798849.94	      32.87	      27.15	      11.44	
 2013/09/09	 1276.90	 1277.78	 1249.27	 1273.94	        4317007	    1250.68	    1227.57	    1192.45	    1117.43	    1004.73	     829.80	           	           	           	           	 1058904.00	  895721.56	  822723.81	      35.04	      28.73	      12.63	
 2013/09/10	 1271.61	 1275.75	 1251.58	 1258.75	        4441305	    1258.88	    1229.64	    1198.28	    1121.15	    1008.71	     832.18	           	           	           	           	 1022775.50	  960492.50	  854698.63	      35.14	      30.01	      10.25	
 2013/09/11	 1248.75	 1248.75	 1207.10	 1211.54	        4544396	    1256.27	    1229.60	    1201.29	    1124.16	    1012.21	     834.34	           	           	           	           	  964311.06	  992229.25	  856891.06	      31.04	      30.22	       1.65	
 2013/09/12	 1211.92	 1230.91	 1203.17	 1216.16	        3074726	    1247.58	    1230.27	    1205.06	    1127.82	    1015.74	     836.52	           	           	           	           	  610414.81	  922561.13	  845908.94	      27.85	      29.74	      -3.79	
 2013/09/13	 1220.29	 1256.00	 1204.65	 1253.84	        3458624	    1242.85	    1238.87	    1212.44	    1132.10	    1019.66	     838.95	           	           	           	           	  839348.81	  899150.81	  851335.63	      28.04	      29.40	      -2.73	
 2013/09/16	 1255.20	 1296.69	 1255.20	 1272.87	        3558495	    1242.63	    1246.66	    1218.88	    1137.61	    1023.55	     841.44	           	           	           	           	  980743.56	  883518.75	  889620.13	      29.38	      29.40	      -0.03	
 2013/09/17	 1272.59	 1283.12	 1263.04	 1264.37	        3240596	    1243.76	    1251.32	    1224.67	    1142.76	    1027.20	     843.82	           	           	           	           	  822529.00	  843469.44	  901980.94	      29.42	      29.40	       0.04	
 2013/09/18	 1265.94	 1292.33	 1258.24	 1289.78	        3133972	    1259.40	    1257.83	    1231.50	    1147.43	    1031.08	     846.31	           	           	           	           	  810612.25	  812729.69	  902479.44	      31.15	      29.75	       2.79	
